P1,P2,Weight
240,258,291.0
240,259,340.0
258,259,342.0
258,276,295.0
258,277,343.0
276,277,345.0
276,294,298.0
276,295,346.0
294,295,348.0
294,312,300.0
294,313,349.0
312,313,0.7804697960020524
7,8,0.5470825314519259
7,25,302.0
25,8,351.0
25,26,352.0
25,43,305.0
43,26,354.0
43,44,355.0
43,61,308.0
61,44,357.0
61,62,358.0
61,79,311.0
79,62,360.0
79,80,362.0
79,97,314.0
97,80,363.0
97,98,364.0
97,115,317.0
115,98,366.0
115,116,367.0
115,133,320.0
133,116,369.0
133,134,370.0
133,151,323.0
151,134,372.0
151,152,374.0
151,169,326.0
169,152,375.0
169,170,376.0
169,187,329.0
187,170,378.0
187,188,379.0
187,205,332.0
205,188,381.0
205,206,382.0
205,223,335.0
223,206,384.0
223,224,386.0
223,241,338.0
241,224,387.0
241,242,388.0
241,259,341.0
259,242,390.0
259,260,391.0
259,277,344.0
277,260,393.0
277,278,394.0
277,295,347.0
295,278,396.0
295,296,398.0
295,313,350.0
313,296,399.0
313,314,0.8786996699526517
8,9,0.6163272119803838
8,26,353.0
8,27,401.0
26,27,403.0
26,44,356.0
26,45,404.0
44,45,406.0
44,62,359.0
44,63,407.0
62,63,409.0
62,80,361.0
62,81,410.0
80,81,412.0
80,98,365.0
80,99,413.0
98,99,415.0
98,116,368.0
98,117,416.0
116,117,418.0
116,134,371.0
116,135,419.0
134,135,421.0
134,152,373.0
134,153,422.0
152,153,424.0
152,170,377.0
152,171,425.0
170,171,427.0
170,188,380.0
170,189,428.0
188,189,430.0
188,206,383.0
188,207,431.0
206,207,433.0
206,224,385.0
206,225,434.0
224,225,436.0
224,242,389.0
224,243,437.0
242,243,439.0
242,260,392.0
242,261,440.0
260,261,442.0
260,278,395.0
260,279,443.0
278,279,445.0
278,296,397.0
278,297,446.0
296,297,448.0
296,314,400.0
296,315,449.0
314,315,0.9181643334635528
9,10,0.6163272119803838
9,27,402.0
27,10,451.0
27,28,452.0
27,45,405.0
45,28,454.0
45,46,456.0
45,63,408.0
63,46,457.0
63,64,458.0
63,81,411.0
81,64,460.0
81,82,461.0
81,99,414.0
99,82,463.0
99,100,464.0
99,117,417.0
117,100,466.0
117,118,468.0
117,135,420.0
135,118,469.0
135,136,470.0
135,153,423.0
153,136,472.0
153,154,473.0
153,171,426.0
171,154,475.0
171,172,476.0
171,189,429.0
189,172,478.0
189,190,480.0
189,207,432.0
207,190,481.0
207,208,482.0
207,225,435.0
225,208,484.0
225,226,485.0
225,243,438.0
243,226,487.0
243,244,488.0
243,261,441.0
261,244,490.0
261,262,492.0
261,279,444.0
279,262,493.0
279,280,494.0
279,297,447.0
297,280,496.0
297,298,497.0
297,315,450.0
315,298,499.0
315,316,0.9181643334635528
10,11,0.5470825314519259
10,28,453.0
10,29,501.0
28,29,503.0
28,46,455.0
28,47,504.0
46,47,506.0
46,64,459.0
46,65,507.0
64,65,509.0
64,82,462.0
64,83,510.0
82,83,512.0
82,100,465.0
82,101,513.0
100,101,515.0
100,118,467.0
100,119,516.0
118,119,518.0
118,136,471.0
118,137,519.0
136,137,521.0
136,154,474.0
136,155,522.0
154,155,524.0
154,172,477.0
154,173,525.0
172,173,527.0
172,190,479.0
172,191,528.0
190,191,530.0
190,208,483.0
190,209,531.0
208,209,533.0
208,226,486.0
208,227,534.0
226,227,536.0
226,244,489.0
226,245,537.0
244,245,539.0
244,262,491.0
244,263,540.0
262,263,542.0
262,280,495.0
262,281,543.0
280,281,545.0
280,298,498.0
280,299,546.0
298,299,548.0
298,316,500.0
298,317,549.0
316,317,0.8786996699526517
11,12,0.3994343662553819
11,29,502.0
29,12,551.0
29,30,552.0
29,47,505.0
47,30,554.0
47,48,555.0
47,65,508.0
65,48,557.0
65,66,558.0
65,83,511.0
83,66,560.0
83,84,562.0
83,101,514.0
101,84,563.0
101,102,564.0
101,119,517.0
119,102,566.0
119,120,567.0
119,137,520.0
137,120,569.0
137,138,570.0
137,155,523.0
155,138,572.0
155,156,574.0
155,173,526.0
173,156,575.0
173,174,576.0
173,191,529.0
191,174,578.0
191,192,579.0
191,209,532.0
209,192,581.0
209,210,582.0
209,227,535.0
227,210,584.0
227,228,586.0
227,245,538.0
245,228,587.0
245,246,588.0
245,263,541.0
263,246,590.0
263,264,591.0
263,281,544.0
281,264,593.0
281,282,594.0
281,299,547.0
299,282,596.0
299,300,598.0
299,317,550.0
317,300,599.0
317,318,0.7804697960020524
12,13,0.163905468572637
12,30,553.0
12,31,601.0
30,31,603.0
30,48,556.0
30,49,604.0
48,49,606.0
48,66,559.0
48,67,607.0
66,67,609.0
66,84,561.0
66,85,610.0
84,85,612.0
84,102,565.0
84,103,613.0
102,103,615.0
102,120,568.0
102,121,616.0
120,121,618.0
120,138,571.0
120,139,619.0
138,139,621.0
138,156,573.0
138,157,622.0
156,157,624.0
156,174,577.0
156,175,625.0
174,175,627.0
174,192,580.0
174,193,628.0
192,193,630.0
192,210,583.0
192,211,631.0
210,211,633.0
210,228,585.0
210,229,634.0
228,229,636.0
228,246,589.0
228,247,637.0
246,247,639.0
246,264,592.0
246,265,640.0
264,265,642.0
264,282,595.0
264,283,643.0
282,283,645.0
282,300,597.0
282,301,646.0
300,301,648.0
300,318,600.0
300,319,649.0
318,319,0.5936443924712849
13,14,-0.1532379238071421
13,31,602.0
31,14,651.0
31,32,652.0
31,49,605.0
49,32,654.0
49,50,656.0
49,67,608.0
67,50,657.0
67,68,658.0
67,85,611.0
85,68,660.0
85,86,661.0
85,103,614.0
103,86,663.0
103,104,664.0
103,121,617.0
121,104,666.0
121,122,668.0
121,139,620.0
139,122,669.0
139,140,670.0
139,157,623.0
157,140,672.0
157,158,673.0
157,175,626.0
175,158,675.0
175,176,676.0
175,193,629.0
193,176,678.0
193,194,680.0
193,211,632.0
211,194,681.0
211,212,682.0
211,229,635.0
229,212,684.0
229,230,685.0
229,247,638.0
247,230,687.0
247,248,688.0
247,265,641.0
265,248,690.0
265,266,692.0
265,283,644.0
283,266,693.0
283,284,694.0
283,301,647.0
301,284,696.0
301,302,697.0
301,319,650.0
319,302,699.0
319,320,0.2961259884689873
14,15,-0.5121202140244393
14,32,653.0
14,33,701.0
32,33,703.0
32,50,655.0
32,51,704.0
50,51,706.0
50,68,659.0
50,69,707.0
68,69,709.0
68,86,662.0
68,87,710.0
86,87,712.0
86,104,665.0
86,105,713.0
104,105,715.0
104,122,667.0
104,123,716.0
122,123,718.0
122,140,671.0
122,141,719.0
140,141,721.0
140,158,674.0
140,159,722.0
158,159,724.0
158,176,677.0
158,177,725.0
176,177,727.0
176,194,679.0
176,195,728.0
194,195,730.0
194,212,683.0
194,213,731.0
212,213,733.0
212,230,686.0
212,231,734.0
230,231,736.0
230,248,689.0
230,249,737.0
248,249,739.0
248,266,691.0
248,267,740.0
266,267,742.0
266,284,695.0
266,285,743.0
284,285,745.0
284,302,698.0
284,303,746.0
302,303,748.0
302,320,700.0
302,321,749.0
320,321,-0.1013272832602712
15,16,-0.8302455463505097
15,33,702.0
33,16,751.0
33,34,752.0
33,51,705.0
51,34,754.0
51,52,755.0
51,69,708.0
69,52,757.0
69,70,758.0
69,87,711.0
87,70,760.0
87,88,762.0
87,105,714.0
105,88,763.0
105,106,764.0
105,123,717.0
123,106,766.0
123,124,767.0
123,141,720.0
141,124,769.0
141,142,770.0
141,159,723.0
159,142,772.0
159,160,774.0
159,177,726.0
177,160,775.0
177,178,776.0
177,195,729.0
195,178,778.0
195,196,779.0
195,213,732.0
213,196,781.0
213,214,782.0
213,231,735.0
231,214,784.0
231,232,786.0
231,249,738.0
249,232,787.0
249,250,788.0
249,267,741.0
267,250,790.0
267,268,791.0
267,285,744.0
285,268,793.0
285,286,794.0
285,303,747.0
303,286,796.0
303,304,798.0
303,321,750.0
321,304,799.0
321,322,-0.5334838726642068
16,17,-0.9951698010316656
16,34,753.0
16,35,801.0
34,35,802.0
34,52,756.0
34,53,803.0
52,53,804.0
52,70,759.0
52,71,805.0
70,71,806.0
70,88,761.0
70,89,807.0
88,89,808.0
88,106,765.0
88,107,809.0
106,107,810.0
106,124,768.0
106,125,811.0
124,125,812.0
124,142,771.0
124,143,813.0
142,143,814.0
142,160,773.0
142,161,815.0
160,161,816.0
160,178,777.0
160,179,817.0
178,179,818.0
178,196,780.0
178,197,819.0
196,197,820.0
196,214,783.0
196,215,821.0
214,215,822.0
214,232,785.0
214,233,823.0
232,233,824.0
232,250,789.0
232,251,825.0
250,251,826.0
250,268,792.0
250,269,827.0
268,269,828.0
268,286,795.0
268,287,829.0
286,287,830.0
286,304,797.0
286,305,831.0
304,305,832.0
304,322,800.0
304,323,833.0
322,323,-0.87969575997167
17,35,-0.9995584471545887
35,53,-0.7071865412769704
53,71,-0.0751511204618093
71,89,0.5470825314519259
89,107,0.9181643334635528
107,125,0.995780690552895
125,143,0.8830276192531098
143,161,0.7212035240830521
161,179,0.6155129809391914
179,197,0.6155129809391914
197,215,0.7212035240830521
215,233,0.8830276192531098
233,251,0.995780690552895
251,269,0.9181643334635528
269,287,0.5470825314519259
287,305,-0.0751511204618093
305,323,-0.7071865412769704
