P1,P2,Weight
45,63,1000
63,46,1000
63,64,1000
63,81,1000
81,64,1000
81,82,1000
81,99,1000
99,82,1000
99,100,1000
99,117,1000
117,100,1000
117,118,1000
117,135,1000
135,118,1000
135,136,1000
135,153,1000
153,136,1000
153,154,1000
153,171,1000
171,154,1000
171,172,1000
171,189,1000
189,172,1000
189,190,1000
189,207,1000
207,190,1000
207,208,1000
207,225,1000
225,208,1000
225,226,1000
225,243,1000
243,226,1000
243,244,1000
243,261,1000
261,244,1000
261,262,1000
261,279,1000
279,262,1000
279,280,1000
279,297,1000
297,280,1000
297,298,1000
297,315,1000
315,298,1000
315,316,1000
10,11,1000
10,28,1000
10,29,1000
28,29,1000
28,46,1000
28,47,1000
46,47,1000
46,64,1000
46,65,1000
64,65,1000
64,82,1000
64,83,1000
82,83,1000
82,100,1000
82,101,1000
100,101,1000
100,118,1000
100,119,1000
118,119,1000
118,136,1000
118,137,1000
136,137,1000
136,154,1000
136,155,1000
154,155,1000
154,172,1000
154,173,1000
172,173,1000
172,190,1000
172,191,1000
190,191,1000
190,208,1000
190,209,1000
208,209,1000
208,226,1000
208,227,1000
226,227,1000
226,244,1000
226,245,1000
244,245,1000
244,262,1000
244,263,1000
262,263,1000
262,280,1000
262,281,1000
280,281,1000
280,298,1000
280,299,1000
298,299,1000
298,316,1000
298,317,1000
316,317,1000
11,12,1000
11,29,1000
29,12,1000
29,30,1000
29,47,1000
47,30,1000
47,48,1000
47,65,1000
65,48,1000
65,66,1000
65,83,1000
83,66,1000
83,84,1000
83,101,1000
101,84,1000
101,102,1000
101,119,1000
119,102,1000
119,120,1000
119,137,1000
137,120,1000
137,138,1000
137,155,1000
155,138,1000
155,156,1000
155,173,1000
173,156,1000
173,174,1000
173,191,1000
191,174,1000
191,192,1000
191,209,1000
209,192,1000
209,210,1000
209,227,1000
227,210,1000
227,228,1000
227,245,1000
245,228,1000
245,246,1000
245,263,1000
263,246,1000
263,264,1000
263,281,1000
281,264,1000
281,282,1000
281,299,1000
299,282,1000
299,300,1000
299,317,1000
317,300,1000
317,318,1000
12,13,1000
12,30,1000
12,31,1000
30,31,1000
30,48,1000
30,49,1000
48,49,1000
48,66,1000
48,67,1000
66,67,1000
66,84,1000
66,85,1000
84,85,1000
84,102,1000
84,103,1000
102,103,1000
102,120,1000
102,121,1000
120,121,1000
120,138,1000
120,139,1000
138,139,1000
138,156,1000
138,157,1000
156,157,1000
156,174,1000
156,175,1000
174,175,1000
174,192,1000
174,193,1000
192,193,1000
192,210,1000
192,211,1000
210,211,1000
210,228,1000
210,229,1000
228,229,1000
228,246,1000
228,247,1000
246,247,1000
246,264,1000
246,265,1000
264,265,1000
264,282,1000
264,283,1000
282,283,1000
282,300,1000
282,301,1000
300,301,1000
300,318,1000
300,319,1000
318,319,1000
13,14,1000
13,31,1000
31,14,1000
31,32,1000
31,49,1000
49,32,1000
49,50,1000
49,67,1000
67,50,1000
67,68,1000
67,85,1000
85,68,1000
85,86,1000
85,103,1000
103,86,1000
103,104,1000
103,121,1000
121,104,1000
121,122,1000
121,139,1000
139,122,1000
139,140,1000
139,157,1000
157,140,1000
157,158,1000
157,175,1000
175,158,1000
175,176,1000
175,193,1000
193,176,1000
193,194,1000
193,211,1000
211,194,1000
211,212,1000
211,229,1000
229,212,1000
229,230,1000
229,247,1000
247,230,1000
247,248,1000
247,265,1000
265,248,1000
265,266,1000
265,283,1000
283,266,1000
283,284,1000
283,301,1000
301,284,1000
301,302,1000
301,319,1000
319,302,1000
319,320,1000
14,15,1000
14,32,1000
14,33,1000
32,33,1000
32,50,1000
32,51,1000
50,51,1000
50,68,1000
50,69,1000
68,69,1000
68,86,1000
68,87,1000
86,87,1000
86,104,1000
86,105,1000
104,105,1000
104,122,1000
104,123,1000
122,123,1000
122,140,1000
122,141,1000
140,141,1000
140,158,1000
140,159,1000
158,159,1000
158,176,1000
158,177,1000
176,177,1000
176,194,1000
176,195,1000
194,195,1000
194,212,1000
194,213,1000
212,213,1000
212,230,1000
212,231,1000
230,231,1000
230,248,1000
230,249,1000
248,249,1000
248,266,1000
248,267,1000
266,267,1000
266,284,1000
266,285,1000
284,285,1000
284,302,1000
284,303,1000
302,303,1000
302,320,1000
302,321,1000
320,321,1000
15,16,1000
15,33,1000
33,16,1000
33,34,1000
33,51,1000
51,34,1000
51,52,1000
51,69,1000
69,52,1000
69,70,1000
69,87,1000
87,70,1000
87,88,1000
87,105,1000
105,88,1000
105,106,1000
105,123,1000
123,106,1000
123,124,1000
123,141,1000
141,124,1000
141,142,1000
141,159,1000
159,142,1000
159,160,1000
159,177,1000
177,160,1000
177,178,1000
177,195,1000
195,178,1000
195,196,1000
195,213,1000
213,196,1000
213,214,1000
213,231,1000
231,214,1000
231,232,1000
231,249,1000
249,232,1000
249,250,1000
249,267,1000
267,250,1000
267,268,1000
267,285,1000
285,268,1000
285,286,1000
285,303,1000
303,286,1000
303,304,1000
303,321,1000
321,304,1000
321,322,1000
16,17,1000
16,34,1000
16,35,1000
34,35,1000
34,52,1000
34,53,1000
52,53,1000
52,70,1000
52,71,1000
70,71,1000
70,88,1000
70,89,1000
88,89,1000
88,106,1000
88,107,1000
106,107,1000
106,124,1000
106,125,1000
124,125,1000
124,142,1000
124,143,1000
142,143,1000
142,160,1000
142,161,1000
160,161,1000
160,178,1000
160,179,1000
178,179,1000
178,196,1000
178,197,1000
196,197,1000
196,214,1000
196,215,1000
214,215,1000
214,232,1000
214,233,1000
232,233,1000
232,250,1000
232,251,1000
250,251,1000
250,268,1000
250,269,1000
268,269,1000
268,286,1000
268,287,1000
286,287,1000
286,304,1000
286,305,1000
304,305,1000
304,322,1000
304,323,1000
322,323,1000
17,35,1000
35,53,1000
53,71,1000
71,89,1000
89,107,1000
107,125,1000
125,143,1000
143,161,1000
161,179,1000
179,197,1000
197,215,1000
215,233,1000
233,251,1000
251,269,1000
269,287,1000
287,305,1000
305,323,1000
