S1,S2,S3,Weight
221,222,240,-0.999909863944486
221,239,240,-0.9757895506470775
239,240,258,-0.7001551404959901
239,257,258,-0.4879002265314794
257,258,276,0.06761602502943723
257,275,276,0.3664054123534842
275,276,294,0.8139926167371265
275,293,294,0.9604719039070568
293,294,312,0.9580875508414837
293,311,312,0.7955273481733803
6,7,25,0.6349030390711888
6,24,25,0.8903502763850095
24,25,43,0.9962587731268502
24,42,43,0.8856674334417155
42,43,61,0.500065126100664
42,60,61,0.14539796502384952
60,61,79,-0.4111543421461787
60,78,79,-0.7001551404959901
78,79,97,-0.9757895506470775
78,96,97,-0.9956239482862392
96,97,115,-0.7832393982898334
96,114,115,-0.6006758934973535
114,115,133,-0.07289289404015606
114,132,133,0.08643420371208098
132,133,151,0.5850820065908569
132,150,151,0.5850820065908569
150,151,169,0.8723196232472871
150,168,169,0.7394086398609574
168,169,187,0.8723196232472871
168,186,187,0.5850820065908569
186,187,205,0.5850820065908569
186,204,205,0.08643420371208098
204,205,223,-0.07289289404015606
204,222,223,-0.6006758934973535
222,223,241,-0.7832393982898334
222,240,241,-0.9956239482862392
240,241,259,-0.9757895506470775
240,258,259,-0.7001551404959901
258,259,277,-0.4111543421461787
258,276,277,0.14539796502384952
276,277,295,0.500065126100664
276,294,295,0.8856674334417155
294,295,313,0.9962587731268502
294,312,313,0.8903502763850095
7,8,26,0.7195123317004269
7,25,26,0.973911558424427
25,26,44,0.9766863095312832
25,43,44,0.7252611098245162
43,44,62,0.366405412353485
43,61,62,-0.17222145800458152
61,62,80,-0.5621181146744824
61,79,80,-0.9134097851703865
79,80,98,-0.999909863944486
79,97,98,-0.8530170466697405
97,98,116,-0.6006758934973535
97,115,116,-0.0728928940401565
115,116,134,0.2520918446883733
115,133,134,0.7394086398609574
133,134,152,0.8723196232472868
133,151,152,0.9990639522299317
151,152,170,0.9990639522299317
151,169,170,0.9146739603140916
169,170,188,0.9990639522299317
169,187,188,0.9990639522299317
187,188,206,0.8723196232472868
187,205,206,0.7394086398609574
205,206,224,0.2520918446883733
205,223,224,-0.0728928940401565
223,224,242,-0.6006758934973535
223,241,242,-0.8530170466697405
241,242,260,-0.999909863944486
241,259,260,-0.9134097851703865
259,260,278,-0.5621181146744824
259,277,278,-0.17222145800458152
277,278,296,0.366405412353485
277,295,296,0.7252611098245162
295,296,314,0.9766863095312832
295,313,314,0.973911558424427
8,9,27,0.7955273481733803
8,26,27,0.9861170115889202
26,27,45,0.9399105413732366
26,44,45,0.6747189599516226
44,45,63,0.22137262311331699
44,62,63,-0.2527016665624129
62,63,81,-0.7001551404959901
62,80,81,-0.9489727469008727
80,81,99,-0.9794380814752413
80,98,99,-0.7832393982898334
98,99,117,-0.36188759152148486
98,116,117,0.08643420371208055
116,117,135,0.5850820065908569
116,134,135,0.8723196232472871
134,135,153,0.9990639522299317
134,152,153,0.9146739603140916
152,153,171,0.5458056146732425
152,170,171,0.5458056146732425
170,171,189,0.5458056146732425
170,188,189,0.9146739603140916
188,189,207,0.9990639522299317
188,206,207,0.8723196232472871
206,207,225,0.5850820065908569
206,224,225,0.08643420371208055
224,225,243,-0.36188759152148486
224,242,243,-0.7832393982898334
242,243,261,-0.9794380814752413
242,260,261,-0.9489727469008727
260,261,279,-0.7001551404959901
260,278,279,-0.2527016665624129
278,279,297,0.22137262311331699
278,296,297,0.6747189599516226
296,297,315,0.9399105413732366
296,314,315,0.9861170115889202
9,10,28,0.7955273481733803
9,27,28,0.9861170115889202
27,28,46,0.9399105413732366
27,45,46,0.6747189599516226
45,46,64,0.22137262311331699
45,63,64,-0.2527016665624129
63,64,82,-0.7001551404959901
63,81,82,-0.9489727469008727
81,82,100,-0.9794380814752413
81,99,100,-0.7832393982898334
99,100,118,-0.36188759152148486
99,117,118,0.08643420371208055
117,118,136,0.5850820065908569
117,135,136,0.8723196232472871
135,136,154,0.9990639522299317
135,153,154,0.9146739603140916
153,154,172,0.5458056146732425
153,171,172,0.5458056146732425
171,172,190,0.5458056146732425
171,189,190,0.9146739603140916
189,190,208,0.9990639522299317
189,207,208,0.8723196232472871
207,208,226,0.5850820065908569
207,225,226,0.08643420371208055
225,226,244,-0.36188759152148486
225,243,244,-0.7832393982898334
243,244,262,-0.9794380814752413
243,261,262,-0.9489727469008727
261,262,280,-0.7001551404959901
261,279,280,-0.2527016665624129
279,280,298,0.22137262311331699
279,297,298,0.6747189599516226
297,298,316,0.9399105413732366
297,315,316,0.9861170115889202
10,11,29,0.7195123317004269
10,28,29,0.973911558424427
28,29,47,0.9766863095312832
28,46,47,0.7252611098245162
46,47,65,0.366405412353485
46,64,65,-0.17222145800458152
64,65,83,-0.5621181146744824
64,82,83,-0.9134097851703865
82,83,101,-0.999909863944486
82,100,101,-0.8530170466697405
100,101,119,-0.6006758934973535
100,118,119,-0.0728928940401565
118,119,137,0.2520918446883733
118,136,137,0.7394086398609574
136,137,155,0.8723196232472868
136,154,155,0.9990639522299317
154,155,173,0.9990639522299317
154,172,173,0.9146739603140916
172,173,191,0.9990639522299317
172,190,191,0.9990639522299317
190,191,209,0.8723196232472868
190,208,209,0.7394086398609574
208,209,227,0.2520918446883733
208,226,227,-0.0728928940401565
226,227,245,-0.6006758934973535
226,244,245,-0.8530170466697405
244,245,263,-0.999909863944486
244,262,263,-0.9134097851703865
262,263,281,-0.5621181146744824
262,280,281,-0.17222145800458152
280,281,299,0.366405412353485
280,298,299,0.7252611098245162
298,299,317,0.9766863095312832
298,316,317,0.973911558424427
11,12,30,0.6349030390711888
11,29,30,0.8903502763850095
29,30,48,0.9962587731268502
29,47,48,0.8856674334417155
47,48,66,0.500065126100664
47,65,66,0.14539796502384952
65,66,84,-0.4111543421461787
65,83,84,-0.7001551404959901
83,84,102,-0.9757895506470775
83,101,102,-0.9956239482862392
101,102,120,-0.7832393982898334
101,119,120,-0.6006758934973535
119,120,138,-0.07289289404015606
119,137,138,0.08643420371208098
137,138,156,0.5850820065908569
137,155,156,0.5850820065908569
155,156,174,0.8723196232472871
155,173,174,0.7394086398609574
173,174,192,0.8723196232472871
173,191,192,0.5850820065908569
191,192,210,0.5850820065908569
191,209,210,0.08643420371208098
209,210,228,-0.07289289404015606
209,227,228,-0.6006758934973535
227,228,246,-0.7832393982898334
227,245,246,-0.9956239482862392
245,246,264,-0.9757895506470775
245,263,264,-0.7001551404959901
263,264,282,-0.4111543421461787
263,281,282,0.14539796502384952
281,282,300,0.500065126100664
281,299,300,0.8856674334417155
299,300,318,0.9962587731268502
299,317,318,0.8903502763850095
12,13,31,0.3438428633026369
12,30,31,0.7955273481733803
30,31,49,0.9580875508414837
30,48,49,0.9604719039070568
48,49,67,0.8139926167371265
48,66,67,0.3664054123534842
66,67,85,0.06761602502943723
66,84,85,-0.4879002265314794
84,85,103,-0.7001551404959901
84,102,103,-0.9757895506470775
102,103,121,-0.999909863944486
102,120,121,-0.8530170466697405
120,121,139,-0.7832393982898334
120,138,139,-0.3618875915214844
138,139,157,-0.36188759152148486
138,156,157,0.08643420371208098
156,157,175,-0.0728928940401565
156,174,175,0.2520918446883737
174,175,193,-0.0728928940401565
174,192,193,0.08643420371208098
192,193,211,-0.36188759152148486
192,210,211,-0.3618875915214844
210,211,229,-0.7832393982898334
210,228,229,-0.8530170466697405
228,229,247,-0.999909863944486
228,246,247,-0.9757895506470775
246,247,265,-0.7001551404959901
246,264,265,-0.4879002265314794
264,265,283,0.06761602502943723
264,282,283,0.3664054123534842
282,283,301,0.8139926167371265
282,300,301,0.9604719039070568
300,301,319,0.9580875508414837
300,318,319,0.7955273481733803
13,14,32,0.13281114733994145
13,31,32,0.445642213824493
31,32,50,0.8615326985001605
31,49,50,0.973911558424427
49,50,68,0.9399105413732366
49,67,68,0.813992616737126
67,68,86,0.3664054123534842
67,85,86,0.14539796502384864
85,86,104,-0.4111543421461787
85,103,104,-0.5621181146744824
103,104,122,-0.9134097851703865
103,121,122,-0.9489727469008727
121,122,140,-0.979438081475241
121,139,140,-0.979438081475241
139,140,158,-0.7832393982898328
139,157,158,-0.8530170466697405
157,158,176,-0.6006758934973532
157,175,176,-0.7832393982898328
175,176,194,-0.6006758934973532
175,193,194,-0.8530170466697405
193,194,212,-0.7832393982898328
193,211,212,-0.979438081475241
211,212,230,-0.979438081475241
211,229,230,-0.9489727469008727
229,230,248,-0.9134097851703865
229,247,248,-0.5621181146744824
247,248,266,-0.4111543421461787
247,265,266,0.14539796502384864
265,266,284,0.3664054123534842
265,283,284,0.813992616737126
283,284,302,0.9399105413732366
283,301,302,0.973911558424427
301,302,320,0.8615326985001605
301,319,320,0.445642213824493
14,15,33,-0.3803517624264542
14,32,33,0.1860826603459788
32,33,51,0.445642213824493
32,50,51,0.8615326985001605
50,51,69,0.9580875508414837
50,68,69,0.9604719039070568
68,69,87,0.8856674334417155
68,86,87,0.500065126100664
86,87,105,0.3664054123534842
86,104,105,-0.1722214580045824
104,105,123,-0.2527016665624138
104,122,123,-0.7001551404959901
122,123,141,-0.7001551404959901
122,140,141,-0.9489727469008727
140,141,159,-0.9134097851703865
140,158,159,-0.9999098639444861
158,159,177,-0.9757895506470775
158,176,177,-0.9956239482862392
176,177,195,-0.9757895506470775
176,194,195,-0.9999098639444861
194,195,213,-0.9134097851703865
194,212,213,-0.9489727469008727
212,213,231,-0.7001551404959901
212,230,231,-0.7001551404959901
230,231,249,-0.2527016665624138
230,248,249,-0.1722214580045824
248,249,267,0.3664054123534842
248,266,267,0.500065126100664
266,267,285,0.8856674334417155
266,284,285,0.9604719039070568
284,285,303,0.9580875508414837
284,302,303,0.8615326985001605
302,303,321,0.445642213824493
302,320,321,0.1860826603459788
15,16,34,-0.6374745282184208
15,33,34,-0.42683293812894835
33,34,52,0.13281114733994145
33,51,52,0.3438428633026369
51,52,70,0.7955273481733803
51,69,70,0.8903502763850095
69,70,88,0.9962587731268502
69,87,88,0.9766863095312832
87,88,106,0.7252611098245162
87,105,106,0.6747189599516219
105,106,124,0.22137262311331699
105,123,124,0.22137262311331699
123,124,142,-0.2527016665624138
123,141,142,-0.1722214580045824
141,142,160,-0.5621181146744824
141,159,160,-0.4111543421461787
159,160,178,-0.7001551404959907
159,177,178,-0.4879002265314794
177,178,196,-0.7001551404959907
177,195,196,-0.4111543421461787
195,196,214,-0.5621181146744824
195,213,214,-0.1722214580045824
213,214,232,-0.2527016665624138
213,231,232,0.22137262311331699
231,232,250,0.22137262311331699
231,249,250,0.6747189599516219
249,250,268,0.7252611098245162
249,267,268,0.9766863095312832
267,268,286,0.9962587731268502
267,285,286,0.8903502763850095
285,286,304,0.7955273481733803
285,303,304,0.3438428633026369
303,304,322,0.13281114733994145
303,321,322,-0.42683293812894835
16,17,35,-0.9780765101158948
16,34,35,-0.7100653425729437
34,35,53,-0.5579179251017381
34,52,53,-0.026850064537320337
52,53,71,0.13281114733993968
52,70,71,0.6349030390711875
70,71,89,0.7195123317004269
70,88,89,0.973911558424427
88,89,107,0.9861170115889198
88,106,107,0.9399105413732366
106,107,125,0.9399105413732366
106,124,125,0.6747189599516226
124,125,143,0.7252611098245162
124,142,143,0.366405412353485
142,143,161,0.500065126100664
142,160,161,0.14539796502384952
160,161,179,0.366405412353485
160,178,179,0.06761602502943723
178,179,197,0.366405412353485
178,196,197,0.14539796502384952
196,197,215,0.500065126100664
196,214,215,0.366405412353485
214,215,233,0.7252611098245162
214,232,233,0.6747189599516226
232,233,251,0.9399105413732366
232,250,251,0.9399105413732366
250,251,269,0.9861170115889198
250,268,269,0.973911558424427
268,269,287,0.7195123317004269
268,286,287,0.6349030390711875
286,287,305,0.13281114733993968
286,304,305,-0.026850064537320337
304,305,323,-0.5579179251017381
304,322,323,-0.7100653425729437
